"A","B","C"
"Graham ScanAll Hull Points","2320","0.0047"
"Graham ScanAll Hull Points","2330","0.0067"
"Graham ScanAll Hull Points","2340","0.0049"
"Graham ScanAll Hull Points","2350","0.0045"
"Graham ScanAll Hull Points","2360","0.0049"
"Graham ScanAll Hull Points","2370","0.0044"
"Graham ScanAll Hull Points","2380","0.005"
"Graham ScanAll Hull Points","2390","0.0045"
"Graham ScanAll Hull Points","2400","0.0048"
"Graham ScanAll Hull Points","2410","0.0046"
"Graham ScanAll Hull Points","2420","0.0045"
"Graham ScanAll Hull Points","2430","0.0045"
"Graham ScanAll Hull Points","2440","0.0047"
"Graham ScanAll Hull Points","2450","0.0047"
"Graham ScanAll Hull Points","2460","0.0046"
"Graham ScanAll Hull Points","2470","0.0048"
"Graham ScanAll Hull Points","2480","0.0046"
"Graham ScanAll Hull Points","2490","0.0051"
"Graham ScanAll Hull Points","2500","0.0047"
"Graham ScanAll Hull Points","2510","0.0051"
"Graham ScanAll Hull Points","2520","0.0047"
"Graham ScanAll Hull Points","2530","0.0052"
"Graham ScanAll Hull Points","2540","0.0051"
"Graham ScanAll Hull Points","2550","0.0052"
"Graham ScanAll Hull Points","2560","0.0052"
"Graham ScanAll Hull Points","2570","0.0052"
"Graham ScanAll Hull Points","2580","0.0048"
"Graham ScanAll Hull Points","2590","0.005"
"Graham ScanAll Hull Points","2600","0.0051"
"Graham ScanAll Hull Points","2610","0.005"
"Graham ScanAll Hull Points","2620","0.0049"
"Graham ScanAll Hull Points","2630","0.005"
"Graham ScanAll Hull Points","2640","0.0049"
"Graham ScanAll Hull Points","2650","0.0051"
"Graham ScanAll Hull Points","2660","0.0052"
"Graham ScanAll Hull Points","2670","0.0051"
"Graham ScanAll Hull Points","2680","0.0051"
"Graham ScanAll Hull Points","2690","0.005"
"Graham ScanAll Hull Points","2700","0.0051"
"Graham ScanAll Hull Points","2710","0.0052"
"Graham ScanAll Hull Points","2720","0.005"
"Graham ScanAll Hull Points","2730","0.0054"
"Graham ScanAll Hull Points","2740","0.0053"
"Graham ScanAll Hull Points","2750","0.0053"
"Graham ScanAll Hull Points","2760","0.0054"
"Graham ScanAll Hull Points","2770","0.0056"
"Graham ScanAll Hull Points","2780","0.0054"
"Graham ScanAll Hull Points","2790","0.0054"
"Graham ScanAll Hull Points","2800","0.0057"
"Graham ScanAll Hull Points","2810","0.0061"
"Graham ScanAll Hull Points","2820","0.0066"
"Graham ScanAll Hull Points","2830","0.0067"
"Graham ScanAll Hull Points","2840","0.0055"
"Graham ScanAll Hull Points","2850","0.012"
"Graham ScanAll Hull Points","2860","0.0099"
"Graham ScanAll Hull Points","2870","0.008"
"Graham ScanAll Hull Points","2880","0.0067"
"Graham ScanAll Hull Points","2890","0.0056"
"Graham ScanAll Hull Points","2900","0.0061"
"Graham ScanAll Hull Points","2910","0.0056"
"Graham ScanAll Hull Points","2920","0.0056"
"Graham ScanAll Hull Points","2930","0.006"
"Graham ScanAll Hull Points","2940","0.0056"
"Graham ScanAll Hull Points","2950","0.0062"
"Graham ScanAll Hull Points","2960","0.0058"
"Graham ScanAll Hull Points","2970","0.0058"
"Graham ScanAll Hull Points","2980","0.0062"
"Graham ScanAll Hull Points","2990","0.0057"
"Graham ScanAll Hull Points","3000","0.0061"
"Graham ScanAll Hull Points","3010","0.0062"
"Graham ScanAll Hull Points","3020","0.0058"
