"A","B","C"
"Graham ScanMin Hull Points","12710","0.0428"
"Graham ScanMin Hull Points","12720","0.0434"
"Graham ScanMin Hull Points","12730","0.0471"
"Graham ScanMin Hull Points","12740","0.0495"
"Graham ScanMin Hull Points","12750","0.0454"
"Graham ScanMin Hull Points","12760","0.0444"
"Graham ScanMin Hull Points","12770","0.0478"
"Graham ScanMin Hull Points","12780","0.0464"
"Graham ScanMin Hull Points","12790","0.0438"
"Graham ScanMin Hull Points","12800","0.0539"
"Graham ScanMin Hull Points","12810","0.0554"
"Graham ScanMin Hull Points","12820","0.0476"
"Graham ScanMin Hull Points","12830","0.0441"
"Graham ScanMin Hull Points","12840","0.0495"
"Graham ScanMin Hull Points","12850","0.0434"
"Graham ScanMin Hull Points","12860","0.0477"
"Graham ScanMin Hull Points","12870","0.0477"
"Graham ScanMin Hull Points","12880","0.0445"
"Graham ScanMin Hull Points","12890","0.0479"
"Graham ScanMin Hull Points","12900","0.0497"
"Graham ScanMin Hull Points","12910","0.049"
"Graham ScanMin Hull Points","12920","0.0457"
"Graham ScanMin Hull Points","12930","0.0469"
"Graham ScanMin Hull Points","12940","0.0443"
"Graham ScanMin Hull Points","12950","0.0475"
"Graham ScanMin Hull Points","12960","0.0501"
"Graham ScanMin Hull Points","12970","0.0445"
"Graham ScanMin Hull Points","12980","0.0476"
"Graham ScanMin Hull Points","12990","0.0501"
"Graham ScanMin Hull Points","13000","0.0475"
"Graham ScanMin Hull Points","13010","0.0445"
"Graham ScanMin Hull Points","13020","0.0472"
"Graham ScanMin Hull Points","13030","0.0563"
"Graham ScanMin Hull Points","13040","0.0484"
"Graham ScanMin Hull Points","13050","0.0492"
"Graham ScanMin Hull Points","13060","0.0453"
"Graham ScanMin Hull Points","13070","0.0448"
"Graham ScanMin Hull Points","13080","0.0497"
"Graham ScanMin Hull Points","13090","0.0493"
"Graham ScanMin Hull Points","13100","0.0452"
"Graham ScanMin Hull Points","13110","0.0459"
"Graham ScanMin Hull Points","13120","0.0595"
"Graham ScanMin Hull Points","13130","0.0525"
"Graham ScanMin Hull Points","13140","0.0447"
"Graham ScanMin Hull Points","13150","0.0462"
"Graham ScanMin Hull Points","13160","0.0444"
"Graham ScanMin Hull Points","13170","0.0511"
"Graham ScanMin Hull Points","13180","0.0486"
"Graham ScanMin Hull Points","13190","0.0471"
"Graham ScanMin Hull Points","13200","0.048"
"Graham ScanMin Hull Points","13210","0.0515"
"Graham ScanMin Hull Points","13220","0.0496"
"Graham ScanMin Hull Points","13230","0.0463"
"Graham ScanMin Hull Points","13240","0.0481"
"Graham ScanMin Hull Points","13250","0.0503"
"Graham ScanMin Hull Points","13260","0.0535"
"Graham ScanMin Hull Points","13270","0.0446"
"Graham ScanMin Hull Points","13280","0.0481"
"Graham ScanMin Hull Points","13290","0.0453"
"Graham ScanMin Hull Points","13300","0.0467"
"Graham ScanMin Hull Points","13310","0.0523"
"Graham ScanMin Hull Points","13320","0.0458"
"Graham ScanMin Hull Points","13330","0.045"
"Graham ScanMin Hull Points","13340","0.0563"
"Graham ScanMin Hull Points","13350","0.0506"
"Graham ScanMin Hull Points","13360","0.0454"
"Graham ScanMin Hull Points","13370","0.0482"
"Graham ScanMin Hull Points","13380","0.0501"
"Graham ScanMin Hull Points","13390","0.0502"
"Graham ScanMin Hull Points","13400","0.0463"
"Graham ScanMin Hull Points","13410","0.0514"
"Graham ScanMin Hull Points","13420","0.0568"
"Graham ScanMin Hull Points","13430","0.0506"
"Graham ScanMin Hull Points","13440","0.0491"
"Graham ScanMin Hull Points","13450","0.0472"
"Graham ScanMin Hull Points","13460","0.0555"
"Graham ScanMin Hull Points","13470","0.0495"
"Graham ScanMin Hull Points","13480","0.0492"
"Graham ScanMin Hull Points","13490","0.0474"
"Graham ScanMin Hull Points","13500","0.063"
"Graham ScanMin Hull Points","13510","0.0506"
"Graham ScanMin Hull Points","13520","0.0487"
"Graham ScanMin Hull Points","13530","0.0495"
"Graham ScanMin Hull Points","13540","0.0495"
"Graham ScanMin Hull Points","13550","0.0484"
"Graham ScanMin Hull Points","13560","0.051"
"Graham ScanMin Hull Points","13570","0.0521"
"Graham ScanMin Hull Points","13580","0.0472"
"Graham ScanMin Hull Points","13590","0.0509"
"Graham ScanMin Hull Points","13600","0.0507"
"Graham ScanMin Hull Points","13610","0.0467"
"Graham ScanMin Hull Points","13620","0.0474"
"Graham ScanMin Hull Points","13630","0.0499"
"Graham ScanMin Hull Points","13640","0.0518"
"Graham ScanMin Hull Points","13650","0.048"
"Graham ScanMin Hull Points","13660","0.0647"
"Graham ScanMin Hull Points","13670","0.0857"
"Graham ScanMin Hull Points","13680","0.0502"
"Graham ScanMin Hull Points","13690","0.049"
"Graham ScanMin Hull Points","13700","0.1007"
"Graham ScanMin Hull Points","13710","0.0555"
"Graham ScanMin Hull Points","13720","0.0468"
"Graham ScanMin Hull Points","13730","0.051"
"Graham ScanMin Hull Points","13740","0.0687"
"Graham ScanMin Hull Points","13750","0.0534"
"Graham ScanMin Hull Points","13760","0.0483"
"Graham ScanMin Hull Points","13770","0.0488"
"Graham ScanMin Hull Points","13780","0.0541"
"Graham ScanMin Hull Points","13790","0.0537"
"Graham ScanMin Hull Points","13800","0.0499"
"Graham ScanMin Hull Points","13810","0.0531"
"Graham ScanMin Hull Points","13820","0.0579"
"Graham ScanMin Hull Points","13830","0.0552"
"Graham ScanMin Hull Points","13840","0.0502"
"Graham ScanMin Hull Points","13850","0.049"
"Graham ScanMin Hull Points","13860","0.055"
"Graham ScanMin Hull Points","13870","0.0543"
"Graham ScanMin Hull Points","13880","0.0488"
"Graham ScanMin Hull Points","13890","0.052"
"Graham ScanMin Hull Points","13900","0.0507"
"Graham ScanMin Hull Points","13910","0.0771"
"Graham ScanMin Hull Points","13920","0.0487"
"Graham ScanMin Hull Points","13930","0.0532"
"Graham ScanMin Hull Points","13940","0.0564"
"Graham ScanMin Hull Points","13950","0.057"
"Graham ScanMin Hull Points","13960","0.0494"
"Graham ScanMin Hull Points","13970","0.0539"
"Graham ScanMin Hull Points","13980","0.0546"
"Graham ScanMin Hull Points","13990","0.0563"
"Graham ScanMin Hull Points","14000","0.0494"
"Graham ScanMin Hull Points","14010","0.0492"
"Graham ScanMin Hull Points","14020","0.0537"
"Graham ScanMin Hull Points","14030","0.0557"
"Graham ScanMin Hull Points","14040","0.0483"
"Graham ScanMin Hull Points","14050","0.0532"
"Graham ScanMin Hull Points","14060","0.0606"
"Graham ScanMin Hull Points","14070","0.0562"
"Graham ScanMin Hull Points","14080","0.0675"
"Graham ScanMin Hull Points","14090","0.05"
"Graham ScanMin Hull Points","14100","0.0549"
"Graham ScanMin Hull Points","14110","0.0557"
"Graham ScanMin Hull Points","14120","0.0494"
"Graham ScanMin Hull Points","14130","0.0495"
"Graham ScanMin Hull Points","14140","0.054"
"Graham ScanMin Hull Points","14150","0.0553"
"Graham ScanMin Hull Points","14160","0.0715"
"Graham ScanMin Hull Points","14170","0.0504"
"Graham ScanMin Hull Points","14180","0.055"
"Graham ScanMin Hull Points","14190","0.0527"
"Graham ScanMin Hull Points","14200","0.0507"
"Graham ScanMin Hull Points","14210","0.0497"
"Graham ScanMin Hull Points","14220","0.0565"
"Graham ScanMin Hull Points","14230","0.0532"
"Graham ScanMin Hull Points","14240","0.0513"
"Graham ScanMin Hull Points","14250","0.0501"
"Graham ScanMin Hull Points","14260","0.0541"
"Graham ScanMin Hull Points","14270","0.0525"
"Graham ScanMin Hull Points","14280","0.055"
"Graham ScanMin Hull Points","14290","0.0739"
"Graham ScanMin Hull Points","14300","0.0545"
"Graham ScanMin Hull Points","14310","0.0507"
"Graham ScanMin Hull Points","14320","0.0517"
"Graham ScanMin Hull Points","14330","0.0663"
"Graham ScanMin Hull Points","14340","0.0568"
"Graham ScanMin Hull Points","14350","0.0502"
"Graham ScanMin Hull Points","14360","0.0562"
"Graham ScanMin Hull Points","14370","0.0586"
"Graham ScanMin Hull Points","14380","0.0556"
"Graham ScanMin Hull Points","14390","0.0502"
"Graham ScanMin Hull Points","14400","0.0522"
"Graham ScanMin Hull Points","14410","0.0669"
"Graham ScanMin Hull Points","14420","0.0565"
"Graham ScanMin Hull Points","14430","0.0502"
"Graham ScanMin Hull Points","14440","0.0505"
"Graham ScanMin Hull Points","14450","0.0525"
"Graham ScanMin Hull Points","14460","0.0551"
"Graham ScanMin Hull Points","14470","0.0509"
"Graham ScanMin Hull Points","14480","0.0499"
"Graham ScanMin Hull Points","14490","0.0621"
"Graham ScanMin Hull Points","14500","0.052"
"Graham ScanMin Hull Points","14510","0.05"
"Graham ScanMin Hull Points","14520","0.0495"
"Graham ScanMin Hull Points","14530","0.054"
"Graham ScanMin Hull Points","14540","0.0491"
"Graham ScanMin Hull Points","14550","0.0493"
"Graham ScanMin Hull Points","14560","0.0491"
"Graham ScanMin Hull Points","14570","0.0608"
"Graham ScanMin Hull Points","14580","0.058"
"Graham ScanMin Hull Points","14590","0.0504"
"Graham ScanMin Hull Points","14600","0.0503"
"Graham ScanMin Hull Points","14610","0.0548"
"Graham ScanMin Hull Points","14620","0.0524"
"Graham ScanMin Hull Points","14630","0.05"
"Graham ScanMin Hull Points","14640","0.053"
"Graham ScanMin Hull Points","14650","0.0552"
"Graham ScanMin Hull Points","14660","0.0756"
"Graham ScanMin Hull Points","14670","0.0511"
"Graham ScanMin Hull Points","14680","0.0584"
"Graham ScanMin Hull Points","14690","0.0552"
"Graham ScanMin Hull Points","14700","0.0535"
"Graham ScanMin Hull Points","14710","0.0499"
"Graham ScanMin Hull Points","14720","0.0566"
"Graham ScanMin Hull Points","14730","0.056"
"Graham ScanMin Hull Points","14740","0.0537"
"Graham ScanMin Hull Points","14750","0.053"
"Graham ScanMin Hull Points","14760","0.0583"
"Graham ScanMin Hull Points","14770","0.0574"
"Graham ScanMin Hull Points","14780","0.0518"
"Graham ScanMin Hull Points","14790","0.0517"
"Graham ScanMin Hull Points","14800","0.0566"
"Graham ScanMin Hull Points","14810","0.056"
"Graham ScanMin Hull Points","14820","0.051"
"Graham ScanMin Hull Points","14830","0.0519"
"Graham ScanMin Hull Points","14840","0.056"
"Graham ScanMin Hull Points","14850","0.053"
"Graham ScanMin Hull Points","14860","0.0507"
"Graham ScanMin Hull Points","14870","0.0507"
"Graham ScanMin Hull Points","14880","0.0562"
"Graham ScanMin Hull Points","14890","0.0512"
"Graham ScanMin Hull Points","14900","0.0539"
"Graham ScanMin Hull Points","14910","0.0678"
"Graham ScanMin Hull Points","14920","0.0555"
"Graham ScanMin Hull Points","14930","0.0526"
"Graham ScanMin Hull Points","14940","0.0529"
"Graham ScanMin Hull Points","14950","0.0565"
"Graham ScanMin Hull Points","14960","0.0569"
"Graham ScanMin Hull Points","14970","0.0503"
"Graham ScanMin Hull Points","14980","0.0546"
"Graham ScanMin Hull Points","14990","0.0778"
