"A","B","C","D"
"Graham Scan Random","4700","0.0157",""
"Graham Scan Random","4710","0.0127",""
"Graham Scan Random","4720","0.0123",""
"Graham Scan Random","4730","0.0124",""
"Graham Scan Random","4740","0.0127",""
"Graham Scan Random","4750","0.0126",""
"Graham Scan Random","4760","0.0128",""
"Graham Scan Random","4770","0.0126",""
"Graham Scan Random","4780","0.0133",""
"Graham Scan Random","4790","0.0128",""
"Graham Scan Random","4800","0.0127",""
"Graham Scan Random","4810","0.0132",""
"Graham Scan Random","4820","0.0138",""
"Graham Scan Random","4830","0.013",""
"Graham Scan Random","4840","0.0133",""
"Graham Scan Random","4850","0.0143",""
"Graham Scan Random","4860","0.0143",""
"Graham Scan Random","4870","0.0141",""
"Graham Scan Random","4880","0.0146",""
"Graham Scan Random","4890","0.0183",""
"Graham Scan Random","4900","0.0157",""
"Graham Scan Random","4910","0.0188",""
"Graham Scan Random","4920","0.0191",""
"Graham Scan Random","4930","0.0174",""
"Graham Scan Random","4940","0.0155",""
"Graham Scan Random","4950","0.0142",""
"Graham Scan Random","4960","0.0184",""
"Graham Scan Random","4970","0.0134",""
"Graham Scan Random","4980","0.0137",""
"Graham Scan Random","4990","0.0184",""
"Graham Scan Random","5000","0.0162",""
"Graham Scan Random","5010","0.0585",""
"Graham Scan Random","5020","0.0453",""
"Graham Scan Random","5030","0.0315",""
"Graham Scan Random","5040","0.0672",""
"Graham Scan Random","5050","0.0732",""
"Graham Scan Random","5060","0.0509",""
"Graham Scan Random","5070","0.0657",""
"Graham Scan Random","5080","0.0551",""
"Graham Scan Random","5090","0.059",""
"Graham Scan Random","5100","0.0641",""
"Graham Scan Random","5110","0.0411",""
"Graham Scan Random","5120","0.0485",""
"Graham Scan Random","5130","0.0411",""
"Graham Scan Random","5140","0.0503",""
"Graham Scan Random","5150","0.0447",""
"Graham Scan Random","5160","0.0396",""
"Graham Scan Random","5170","0.0432",""
"Graham Scan Random","5180","0.0417",""
"Graham Scan Random","5190","0.0662",""
"Graham Scan Random","5200","0.0445",""
"Graham Scan Random","5210","0.0426",""
"Graham Scan Random","5220","0.022",""
"Graham Scan Random","5230","0.0337",""
"Graham Scan Random","5240","0.0379",""
"Graham Scan Random","5250","0.0341",""
"Graham Scan Random","5260","0.0273",""
"Graham Scan Random","5270","0.0352",""
"Graham Scan Random","5280","0.0193",""
"Graham Scan Random","5290","0.0327",""
"Graham Scan Random","5300","0.0322",""
"Graham Scan Random","5310","0.0232",""
"Graham Scan Random","5320","0.0406",""
"Graham Scan Random","5330","0.0313",""
"Graham Scan Random","5340","0.0941",""
"Graham Scan Random","5350","0.0173",""
"Graham Scan Random","5360","0.0154",""
"Graham Scan Random","5370","0.0183",""
"Graham Scan Random","5380","0.0155",""
"Graham Scan Random","5390","0.0228",""
"Graham Scan Random","5400","0.0239",""
"Graham Scan Random","5410","0.0148",""
"Graham Scan Random","5420","0.0151",""
"Graham Scan Random","5430","0.0153",""
"Graham Scan Random","5440","0.0157",""
"Graham Scan Random","5450","0.0175",""
"Graham Scan Random","5460","0.0165",""
"Graham Scan Random","5470","0.0157",""
"Graham Scan Random","5480","0.0157",""
"Graham Scan Random","5490","0.0162",""
"Graham Scan Random","5500","0.0156",""
"Graham Scan Random","5510","0.0151",""
"Graham Scan Random","5520","0.0152",""
"Graham Scan Random","5530","0.0154",""
"Graham Scan Random","5540","0.0159",""
"Graham Scan Random","5550","0.0158",""
"Graham Scan Random","5560","0.016",""
"Graham Scan Random","5570","0.0205",""
"Graham Scan Random","5580","0.0161",""
"Graham Scan Random","5590","0.0159",""
"Graham Scan Random","5600","0.0155",""
"Graham Scan Random","5610","0.0155",""
"Graham Scan Random","5620","0.0151",""
"Graham Scan Random","5630","0.016",""
"Graham Scan Random","5640","0.0153",""
"Graham Scan Random","5650","0.0151",""
"Graham Scan Random","5660","0.0191",""
"Graham Scan Random","5670","0.0175",""
"Graham Scan Random","5680","0.0182",""
"Graham Scan Random","5690","0.0161",""
"Graham Scan Random","5700","0.0185",""
"Graham Scan Random","5710","0.0159",""
"Graham Scan Random","5720","0.016",""
"Graham Scan Random","5730","0.0166",""
"Graham Scan Random","5740","0.0162",""
"Graham Scan Random","5750","0.016",""
"Graham Scan Random","5760","0.0185",""
"Graham Scan Random","5770","0.0324",""
"Graham Scan Random","5780","0.0229",""
"Graham Scan Random","5790","0.0163",""
"Graham Scan Random","5800","0.0159",""
"Graham Scan Random","5810","0.0163",""
"Graham Scan Random","5820","0.0245",""
"Graham Scan Random","5830","0.0185",""
"Graham Scan Random","5840","0.0187",""
"Graham Scan Random","5850","0.0264",""
"Graham Scan Random","5860","0.0163",""
"Graham Scan Random","5870","0.0159",""
"Graham Scan Random","5880","0.0181",""
"Graham Scan Random","5890","0.0175",""
"Graham Scan Random","5900","0.0164",""
"Graham Scan Random","5910","0.0161",""
"Graham Scan Random","5920","0.0159",""
"Graham Scan Random","5930","0.0158",""
"Graham Scan Random","5940","0.0162",""
"Graham Scan Random","5950","0.0161",""
"Graham Scan Random","5960","0.0164",""
"Graham Scan Random","5970","0.0164",""
"Graham Scan Random","5980","0.0174",""
"Graham Scan Random","5990","0.0173",""
"Graham Scan Random","6000","0.0166",""
"Graham Scan Random","6010","0.0172",""
"Graham Scan Random","6020","0.017",""
"Graham Scan Random","6030","0.0171",""
"Graham Scan Random","6040","0.0167",""
"Graham Scan Random","6050","0.0166",""
"Graham Scan Random","6060","0.0164",""
"Graham Scan Random","6070","0.0168",""
"Graham Scan Random","6080","0.017",""
"Graham Scan Random","6090","0.0166",""
"Graham Scan Random","6100","0.0184",""
"Graham Scan Random","6110","0.0229",""
"Graham Scan Random","6120","0.0174",""
"Graham Scan Random","6130","0.0167",""
"Graham Scan Random","6140","0.0169",""
"Graham Scan Random","6150","0.0175",""
"Graham Scan Random","6160","0.0177",""
"Graham Scan Random","6170","0.0171",""
"Graham Scan Random","6180","0.0173",""
"Graham Scan Random","6190","0.0226",""
"Graham Scan Random","6200","0.0209",""
"Graham Scan Random","6210","0.0178",""
"Graham Scan Random","6220","0.0168",""
"Graham Scan Random","6230","0.0256",""
"Graham Scan Random","6240","0.026",""
"Graham Scan Random","6250","0.0177",""
"Graham Scan Random","6260","0.0175",""
"Graham Scan Random","6270","0.0176",""
"Graham Scan Random","6280","0.0182",""
"Graham Scan Random","6290","0.0192",""
"Graham Scan Random","6300","0.0202",""
"Graham Scan Random","6310","0.0183",""
"Graham Scan Random","6320","0.0174",""
"Graham Scan Random","6330","0.0178",""
"Graham Scan Random","6340","0.019",""
"Graham Scan Random","6350","0.0179",""
"Graham Scan Random","6360","0.0178",""
"Graham Scan Random","6370","0.0175",""
"Graham Scan Random","6380","0.0178",""
"Graham Scan Random","6390","0.0187",""
"Graham Scan Random","6400","0.0188",""
"Graham Scan Random","6410","0.0191",""
"Graham Scan Random","6420","0.0175",""
"Graham Scan Random","6430","0.0199",""
"Graham Scan Random","6440","0.0192",""
"Graham Scan Random","6450","0.0208",""
"Graham Scan Random","6460","0.0182",""
"Graham Scan Random","6470","0.0184",""
"Graham Scan Random","6480","0.0217",""
"Graham Scan Random","6490","0.0195",""
"Graham Scan Random","6500","0.0231",""
"Graham Scan Random","6510","0.0184",""
"Graham Scan Random","6520","0.0185",""
"Graham Scan Random","6530","0.018",""
"Graham Scan Random","6540","0.0181",""
"Graham Scan Random","6550","0.0194",""
"Graham Scan Random","6560","0.0192",""
"Graham Scan Random","6570","0.018",""
"Graham Scan Random","6580","0.0208",""
"Graham Scan Random","6590","0.0284",""
"Graham Scan Random","6600","0.0333",""
"Graham Scan Random","6610","0.0186",""
"Graham Scan Random","6620","0.0184",""
"Graham Scan Random","6630","0.0225",""
"Graham Scan Random","6640","0.0295",""
"Graham Scan Random","6650","0.0403",""
"Graham Scan Random","6660","0.0313",""
"Graham Scan Random","6670","0.031",""
"Graham Scan Random","6680","0.041",""
"Graham Scan Random","6690","0.0368",""
"Graham Scan Random","6700","0.0242",""
"Graham Scan Random","6710","0.0209",""
"Graham Scan Random","6720","0.0229",""
"Graham Scan Random","6730","0.0215",""
"Graham Scan Random","6740","0.0208",""
"Graham Scan Random","6750","0.0212",""
"Graham Scan Random","6760","0.021",""
"Graham Scan Random","6770","0.027",""
"Graham Scan Random","6780","0.0194",""
"Graham Scan Random","6790","0.0204",""
"Graham Scan Random","6800","0.0204",""
"Graham Scan Random","6810","0.0233",""
"Graham Scan Random","6820","0.0199",""
"Graham Scan Random","6830","0.0236",""
"Graham Scan Random","6840","0.033",""
"Graham Scan Random","6850","0.0439",""
"Graham Scan Random","6860","0.0289",""
"Graham Scan Random","6870","0.0304",""
"Graham Scan Random","6880","0.0334",""
"Graham Scan Random","6890","0.0304",""
"Graham Scan Random","6900","0.0214",""
"Graham Scan Random","6910","0.0206",""
"Graham Scan Random","6920","0.0213",""
"Graham Scan Random","6930","0.0197",""
"Graham Scan Random","6940","0.022",""
"Graham Scan Random","6950","0.0232",""
"Graham Scan Random","6960","0.0256",""
"Graham Scan Random","6970","0.0213",""
"Graham Scan Random","6980","0.0209",""
"Graham Scan Random","6990","0.0199",""
"Graham Scan Random","7000","0.0193",""
"Graham Scan Random","7010","0.0195",""
"Graham Scan Random","7020","0.0197",""
"Graham Scan Random","7030","0.0202",""
"Graham Scan Random","7040","0.0213",""
"Graham Scan Random","7050","0.0192",""
"Graham Scan Random","7060","0.0192",""
"Graham Scan Random","7070","0.0194",""
"Graham Scan Random","7080","0.0197",""
"Graham Scan Random","7090","0.0198",""
"Graham Scan Random","7100","0.0197",""
"Graham Scan Random","7110","0.0195",""
"Graham Scan Random","7120","0.0228",""
"Graham Scan Random","7130","0.0195",""
"Graham Scan Random","7140","0.0209",""
"Graham Scan Random","7150","0.0196",""
"Graham Scan Random","7160","0.02",""
"Graham Scan Random","7170","0.0195",""
"Graham Scan Random","7180","0.0217",""
"Graham Scan Random","7190","0.0202",""
"Graham Scan Random","7200","0.0198",""
"Graham Scan Random","7210","0.02",""
"Graham Scan Random","7220","0.0238",""
"Graham Scan Random","7230","0.0229",""
"Graham Scan Random","7240","0.0227",""
"Graham Scan Random","7250","0.0368",""
"Graham Scan Random","7260","0.0302",""
"Graham Scan Random","7270","0.0398",""
"Graham Scan Random","7280","0.0342",""
"Graham Scan Random","7290","0.0329",""
"Graham Scan Random","7300","0.0299",""
"Graham Scan Random","7310","0.0246",""
"Graham Scan Random","7320","0.0223",""
"Graham Scan Random","7330","0.0223",""
"Graham Scan Random","7340","0.0217",""
"Graham Scan Random","7350","0.0226",""
"Graham Scan Random","7360","0.0217",""
"Graham Scan Random","7370","0.0224",""
"Graham Scan Random","7380","0.0231",""
"Graham Scan Random","7390","0.0226",""
"Graham Scan Random","7400","0.0223",""
"Graham Scan Random","7410","0.0231",""
"Graham Scan Random","7420","0.0266",""
"Graham Scan Random","7430","0.0285",""
"Graham Scan Random","7440","0.0249",""
"Graham Scan Random","7450","0.0223",""
"Graham Scan Random","7460","0.0218",""
"Graham Scan Random","7470","0.0208",""
"Graham Scan Random","7480","0.0228",""
"Graham Scan Random","7490","0.0213",""
"Graham Scan Random","7500","0.0208",""
"Graham Scan Random","7510","0.0239",""
"Graham Scan Random","7520","0.0209",""
"Graham Scan Random","7530","0.0211",""
"Graham Scan Random","7540","0.0216",""
"Graham Scan Random","7550","0.0232",""
"Graham Scan Random","7560","0.0347",""
"Graham Scan Random","7570","0.0242",""
"Graham Scan Random","7580","0.0209",""
"Graham Scan Random","7590","0.023",""
"Graham Scan Random","7600","0.0206",""
"Graham Scan Random","7610","0.0208",""
"Graham Scan Random","7620","0.0213",""
"Graham Scan Random","7630","0.0224",""
"Graham Scan Random","7640","0.0217",""
"Graham Scan Random","7650","0.0228",""
"Graham Scan Random","7660","0.0216",""
"Graham Scan Random","7670","0.0224",""
"Graham Scan Random","7680","0.0255",""
"Graham Scan Random","7690","0.021",""
"Graham Scan Random","7700","0.0219",""
"Graham Scan Random","7710","0.0217",""
"Graham Scan Random","7720","0.0211",""
"Graham Scan Random","7730","0.0212",""
"Graham Scan Random","7740","0.0225",""
"Graham Scan Random","7750","0.0248",""
"Graham Scan Random","7760","0.023",""
"Graham Scan Random","7770","0.0215",""
"Graham Scan Random","7780","0.0215",""
"Graham Scan Random","7790","0.0216",""
"Graham Scan Random","7800","0.0214",""
"Graham Scan Random","7810","0.0216",""
"Graham Scan Random","7820","0.0229",""
"Graham Scan Random","7830","0.0247",""
"Graham Scan Random","7840","0.0228",""
"Graham Scan Random","7850","0.0224",""
"Graham Scan Random","7860","0.0224",""
"Graham Scan Random","7870","0.0226",""
"Graham Scan Random","7880","0.0218",""
"Graham Scan Random","7890","0.0306",""
"Graham Scan Random","7900","0.0376",""
"Graham Scan Random","7910","0.0229",""
"Graham Scan Random","7920","0.022",""
"Graham Scan Random","7930","0.0226",""
"Graham Scan Random","7940","0.0229",""
"Graham Scan Random","7950","0.0223",""
"Graham Scan Random","7960","0.0219",""
"Graham Scan Random","7970","0.0219",""
"Graham Scan Random","7980","0.0245",""
"Graham Scan Random","7990","0.0234",""
"Graham Scan Random","8000","0.0222",""
"Graham Scan Random","8010","0.0218",""
"Graham Scan Random","8020","0.0217",""
"Graham Scan Random","8030","0.0219",""
"Graham Scan Random","8040","0.0219",""
"Graham Scan Random","8050","0.0256",""
"Graham Scan Random","8060","0.0258",""
"Graham Scan Random","8070","0.0251",""
"Graham Scan Random","8080","0.0225",""
"Graham Scan Random","8090","0.0226",""
"Graham Scan Random","8100","0.0311",""
"Graham Scan Random","8110","0.024",""
"Graham Scan Random","8120","0.0225",""
"Graham Scan Random","8130","0.0327",""
"Graham Scan Random","8140","0.0247",""
"Graham Scan Random","8150","0.0233",""
"Graham Scan Random","8160","0.0229",""
"Graham Scan Random","8170","0.023",""
"Graham Scan Random","8180","0.0223",""
"Graham Scan Random","8190","0.0256",""
"Graham Scan Random","8200","0.024",""
"Graham Scan Random","8210","0.0378",""
"Graham Scan Random","8220","0.023",""
"Graham Scan Random","8230","0.0231",""
"Graham Scan Random","8240","0.0226",""
"Graham Scan Random","8250","0.0224",""
"Graham Scan Random","8260","0.0226",""
"Graham Scan Random","8270","0.0233",""
"Graham Scan Random","8280","0.0229",""
"Graham Scan Random","8290","0.0255",""
"Graham Scan Random","8300","0.0242",""
"Graham Scan Random","8310","0.0243",""
"Graham Scan Random","8320","0.0231",""
"Graham Scan Random","8330","0.0257",""
"Graham Scan Random","8340","0.0231",""
"Graham Scan Random","8350","0.0238",""
"Graham Scan Random","8360","0.0231",""
"Graham Scan Random","8370","0.0237",""
"Graham Scan Random","8380","0.0241",""
"Graham Scan Random","8390","0.0242",""
"Graham Scan Random","8400","0.0254",""
"Graham Scan Random","8410","0.023",""
"Graham Scan Random","8420","0.0316",""
"Graham Scan Random","8430","0.0236",""
"Graham Scan Random","8440","0.0245",""
"Graham Scan Random","8450","0.025",""
"Graham Scan Random","8460","0.0248",""
"Graham Scan Random","8470","0.0242",""
"Graham Scan Random","8480","0.0266",""
"Graham Scan Random","8490","0.0279",""
"Graham Scan Random","8500","0.0253",""
"Graham Scan Random","8510","0.0393",""
"Graham Scan Random","8520","0.037",""
"Graham Scan Random","8530","0.0238",""
"Graham Scan Random","8540","0.0246",""
"Graham Scan Random","8550","0.0234",""
"Graham Scan Random","8560","0.0235",""
"Graham Scan Random","8570","0.0234",""
"Graham Scan Random","8580","0.0237",""
"Graham Scan Random","8590","0.025",""
"Graham Scan Random","8600","0.0245",""
"Graham Scan Random","8610","0.024",""
"Graham Scan Random","8620","0.0257",""
"Graham Scan Random","8630","0.0281",""
"Graham Scan Random","8640","0.0243",""
"Graham Scan Random","8650","0.0241",""
"Graham Scan Random","8660","0.0249",""
"Graham Scan Random","8670","0.0252",""
"Graham Scan Random","8680","0.0246",""
"Graham Scan Random","8690","0.0242",""
"Graham Scan Random","8700","0.0344",""
"Graham Scan Random","8710","0.0252",""
"Graham Scan Random","8720","0.0258",""
"Graham Scan Random","8730","0.0251",""
"Graham Scan Random","8740","0.0264",""
"Graham Scan Random","8750","0.0254",""
"Graham Scan Random","8760","0.0299",""
"Graham Scan Random","8770","0.0296",""
"Graham Scan Random","8780","0.0248",""
"Graham Scan Random","8790","0.0262",""
"Graham Scan Random","8800","0.0257",""
"Graham Scan Random","8810","0.0373",""
"Graham Scan Random","8820","0.0305",""
"Graham Scan Random","8830","0.0243",""
"Graham Scan Random","8840","0.0243",""
"Graham Scan Random","8850","0.0243",""
"Graham Scan Random","8860","0.0246",""
"Graham Scan Random","8870","0.0257",""
"Graham Scan Random","8880","0.025",""
"Graham Scan Random","8890","0.0267",""
"Graham Scan Random","8900","0.0258",""
"Graham Scan Random","8910","0.0267",""
"Graham Scan Random","8920","0.0244",""
"Graham Scan Random","8930","0.0243",""
"Graham Scan Random","8940","0.0253",""
"Graham Scan Random","8950","0.0302",""
"Graham Scan Random","8960","0.0251",""
"Graham Scan Random","8970","0.0446",""
"Graham Scan Random","8980","0.0244",""
"Graham Scan Random","8990","0.0241",""
"Graham Scan Random","9000","0.0257",""
"Graham Scan Random","9010","0.0249",""
"Graham Scan Random","9020","0.0282",""
"Graham Scan Random","9030","0.0321",""
"Graham Scan Random","9040","0.0285",""
"Graham Scan Random","9050","0.0251",""
"Graham Scan Random","9060","0.0273",""
"Graham Scan Random","9070","0.0261",""
"Graham Scan Random","9080","0.0323",""
"Graham Scan Random","9090","0.0406",""
"Graham Scan Random","9100","0.0288",""
"Graham Scan Random","9110","0.0255",""
"Graham Scan Random","9120","0.0263",""
"Graham Scan Random","9130","0.0258",""
"Graham Scan Random","9140","0.0257",""
"Graham Scan Random","9150","0.0254",""
"Graham Scan Random","9160","0.0295",""
"Graham Scan Random","9170","0.029",""
"Graham Scan Random","9180","0.0265",""
"Graham Scan Random","9190","0.0265",""
"Graham Scan Random","9200","0.0255",""
"Graham Scan Random","9210","0.0263",""
"Graham Scan Random","9220","0.0265",""
"Graham Scan Random","9230","0.0364",""
"Graham Scan Random","9240","0.0263",""
"Graham Scan Random","9250","0.0264",""
"Graham Scan Random","9260","0.0262",""
"Graham Scan Random","9270","0.0264",""
"Graham Scan Random","9280","0.0256",""
"Graham Scan Random","9290","0.026",""
"Graham Scan Random","9300","0.0266",""
"Graham Scan Random","9310","0.0302",""
"Graham Scan Random","9320","0.0255",""
"Graham Scan Random","9330","0.0256",""
"Graham Scan Random","9340","0.0329",""
"Graham Scan Random","9350","0.0406",""
"Graham Scan Random","9360","0.0262",""
"Graham Scan Random","9370","0.0482",""
"Graham Scan Random","9380","0.0348",""
"Graham Scan Random","9390","0.042",""
"Graham Scan Random","9400","0.0263",""
"Graham Scan Random","9410","0.0309",""
"Graham Scan Random","9420","0.032",""
"Graham Scan Random","9430","0.0277",""
"Graham Scan Random","9440","0.0283",""
"Graham Scan Random","9450","0.0451",""
"Graham Scan Random","9460","0.0698",""
"Graham Scan Random","9470","0.0419",""
"Graham Scan Random","9480","0.0389",""
"Graham Scan Random","9490","0.0299",""
"Graham Scan Random","9500","0.0309",""
"Graham Scan Random","9510","0.034",""
"Graham Scan Random","9520","0.0293",""
"Graham Scan Random","9530","0.0278",""
"Graham Scan Random","9540","0.0283",""
"Graham Scan Random","9550","0.0269",""
"Graham Scan Random","9560","0.0285",""
"Graham Scan Random","9570","0.0449",""
"Graham Scan Random","9580","0.0694",""
"Graham Scan Random","9590","0.0381",""
"Graham Scan Random","9600","0.0306",""
"Graham Scan Random","9610","0.031",""
"Graham Scan Random","9620","0.031",""
"Graham Scan Random","9630","0.0299",""
"Graham Scan Random","9640","0.0309",""
"Graham Scan Random","9650","0.0299",""
"Graham Scan Random","9660","0.031",""
"Graham Scan Random","9670","0.0396",""
"Graham Scan Random","9680","0.0327",""
"Graham Scan Random","9690","0.0313",""
"Graham Scan Random","9700","0.0317",""
"Graham Scan Random","9710","0.0319",""
"Graham Scan Random","9720","0.0322",""
"Graham Scan Random","9730","0.035",""
"Graham Scan Random","9740","0.0329",""
"Graham Scan Random","9750","0.0321",""
"Graham Scan Random","9760","0.0337",""
"Graham Scan Random","9770","0.0332",""
"Graham Scan Random","9780","0.0322",""
"Graham Scan Random","9790","0.0332",""
"Graham Scan Random","9800","0.0321",""
"Graham Scan Random","9810","0.0323",""
"Graham Scan Random","9820","0.0442",""
"Graham Scan Random","9830","0.041",""
"Graham Scan Random","9840","0.0343",""
"Graham Scan Random","9850","0.0343",""
"Graham Scan Random","9860","0.0348",""
"Graham Scan Random","9870","0.0344",""
"Graham Scan Random","9880","0.0341",""
"Graham Scan Random","9890","0.0328",""
"Graham Scan Random","9900","0.0367",""
"Graham Scan Random","9910","0.0325",""
"Graham Scan Random","9920","0.0322",""
"Graham Scan Random","9930","0.0328",""
"Graham Scan Random","9940","0.0361",""
"Graham Scan Random","9950","0.0366",""
"Graham Scan Random","9960","0.0334",""
"Graham Scan Random","9970","0.0333",""
"Graham Scan Random","9980","0.0344",""
"Graham Scan Random","9990","0.0344",""
"Graham Scan Random","10000","0.0352",""
"Graham Scan Random","10010","0.0328",""
"Graham Scan Random","10020","0.0326",""
"Graham Scan Random","10030","0.0334",""
"Graham Scan Random","10040","0.0335",""
"Graham Scan Random","10050","0.0499",""
"Graham Scan Random","10060","0.036",""
"Graham Scan Random","10070","0.0334",""
"Graham Scan Random","10080","0.0356",""
"Graham Scan Random","10090","0.0325",""
"Graham Scan Random","10100","0.0372",""
"Graham Scan Random","10110","0.0348",""
"Graham Scan Random","10120","0.0326",""
"Graham Scan Random","10130","0.035",""
"Graham Scan Random","10140","0.0321",""
"Graham Scan Random","10150","0.0341",""
"Graham Scan Random","10160","0.0341",""
"Graham Scan Random","10170","0.034",""
"Graham Scan Random","10180","0.0341",""
"Graham Scan Random","10190","0.0333",""
"Graham Scan Random","10200","0.0351",""
"Graham Scan Random","10210","0.0378",""
"Graham Scan Random","10220","0.0472",""
"Graham Scan Random","10230","0.0555",""
"Graham Scan Random","10240","0.0429",""
"Graham Scan Random","10250","0.0452",""
"Graham Scan Random","10260","0.0471",""
"Graham Scan Random","10270","0.031",""
"Graham Scan Random","10280","0.0346",""
"Graham Scan Random","10290","0.0313",""
"Graham Scan Random","10300","0.0298",""
"Graham Scan Random","10310","0.0302",""
"Graham Scan Random","10320","0.0287",""
"Graham Scan Random","10330","0.0305",""
"Graham Scan Random","10340","0.0304",""
"Graham Scan Random","10350","0.029",""
"Graham Scan Random","10360","0.0344",""
"Graham Scan Random","10370","0.0323",""
"Graham Scan Random","10380","0.0294",""
"Graham Scan Random","10390","0.0292",""
"Graham Scan Random","10400","0.0308",""
"Graham Scan Random","10410","0.03",""
"Graham Scan Random","10420","0.0302",""
"Graham Scan Random","10430","0.0316",""
"Graham Scan Random","10440","0.0301",""
"Graham Scan Random","10450","0.0304",""
"Graham Scan Random","10460","0.0311",""
"Graham Scan Random","10470","0.0322",""
"Graham Scan Random","10480","0.0467",""
"Graham Scan Random","10490","0.0457",""
"Graham Scan Random","10500","0.0413",""
"Graham Scan Random","10510","0.0406",""
"Graham Scan Random","10520","0.032",""
"Graham Scan Random","10530","0.0332",""
"Graham Scan Random","10540","0.0329",""
"Graham Scan Random","10550","0.0338",""
"Graham Scan Random","10560","0.0399",""
"Graham Scan Random","10570","0.033",""
"Graham Scan Random","10580","0.0354",""
"Graham Scan Random","10590","0.0382",""
"Graham Scan Random","10600","0.0348",""
"Graham Scan Random","10610","0.0323",""
"Graham Scan Random","10620","0.0332",""
"Graham Scan Random","10630","0.031",""
"Graham Scan Random","10640","0.032",""
"Graham Scan Random","10650","0.0326",""
"Graham Scan Random","10660","0.0327",""
"Graham Scan Random","10670","0.0512",""
"Graham Scan Random","10680","0.0372",""
"Graham Scan Random","10690","0.0354",""
"Graham Scan Random","10700","0.0361",""
"Graham Scan Random","10710","0.0547",""
"Graham Scan Random","10720","0.0372",""
"Graham Scan Random","10730","0.0325",""
"Graham Scan Random","10740","0.0357",""
"Graham Scan Random","10750","0.0414",""
"Graham Scan Random","10760","0.0369",""
"Graham Scan Random","10770","0.0357",""
"Graham Scan Random","10780","0.0394",""
"Graham Scan Random","10790","0.0356",""
"Graham Scan Random","10800","0.0341",""
"Graham Scan Random","10810","0.0418",""
"Graham Scan Random","10820","0.0625",""
"Graham Scan Random","10830","0.0968",""
"Graham Scan Random","10840","0.1149",""
"Graham Scan Random","10850","0.1497",""
"Graham Scan Random","10860","0.0997",""
"Graham Scan Random","10870","0.0672",""
"Graham Scan Random","10880","0.0534",""
"Graham Scan Random","10890","0.0656",""
"Graham Scan Random","10900","0.0441",""
"Graham Scan Random","10910","0.0488",""
"Graham Scan Random","10920","0.0429",""
"Graham Scan Random","10930","0.0411",""
"Graham Scan Random","10940","0.0449",""
"Graham Scan Random","10950","0.0604",""
"Graham Scan Random","10960","0.0492",""
"Graham Scan Random","10970","0.048",""
"Graham Scan Random","10980","0.0627",""
"Graham Scan Random","10990","0.0778",""
"Graham Scan Random","11000","0.0484",""
"Graham Scan Random","11010","0.0429",""
"Graham Scan Random","11020","0.0575",""
"Graham Scan Random","11030","0.0569",""
"Graham Scan Random","11040","0.063",""
"Graham Scan Random","11050","0.0401",""
"Graham Scan Random","11060","0.034",""
"Graham Scan Random","11070","0.0354",""
"Graham Scan Random","11080","0.0381",""
"Graham Scan Random","11090","0.0352",""
"Graham Scan Random","11100","0.0365",""
"Graham Scan Random","11110","0.0364",""
"Graham Scan Random","11120","0.0346",""
"Graham Scan Random","11130","0.0394",""
"Graham Scan Random","11140","0.0414",""
"Graham Scan Random","11150","0.0534",""
"Graham Scan Random","11160","0.0706",""
"Graham Scan Random","11170","0.0894",""
"Graham Scan Random","11180","0.068",""
"Graham Scan Random","11190","0.043",""
"Graham Scan Random","11200","0.0459",""
"Graham Scan Random","11210","0.0441",""
"Graham Scan Random","11220","0.0417",""
"Graham Scan Random","11230","0.0389",""
"Graham Scan Random","11240","0.0327",""
"Graham Scan Random","11250","0.0377",""
"Graham Scan Random","11260","0.0493",""
"Graham Scan Random","11270","0.1058",""
"Graham Scan Random","11280","0.0987",""
"Graham Scan Random","11290","0.043",""
"Graham Scan Random","11300","0.0334",""
"Graham Scan Random","11310","0.0483",""
"Graham Scan Random","11320","0.0338",""
"Graham Scan Random","11330","0.0364",""
"Graham Scan Random","11340","0.0333",""
"Graham Scan Random","11350","0.0338",""
"Graham Scan Random","11360","0.0328",""
"Graham Scan Random","11370","0.036",""
"Graham Scan Random","11380","0.0328",""
"Graham Scan Random","11390","0.0343",""
"Graham Scan Random","11400","0.0327",""
"Graham Scan Random","11410","0.034",""
"Graham Scan Random","11420","0.0345",""
"Graham Scan Random","11430","0.0353",""
"Graham Scan Random","11440","0.04",""
"Graham Scan Random","11450","0.0401",""
"Graham Scan Random","11460","0.0353",""
"Graham Scan Random","11470","0.035",""
"Graham Scan Random","11480","0.0347",""
"Graham Scan Random","11490","0.0433",""
"Graham Scan Random","11500","0.039",""
"Graham Scan Random","11510","0.0474",""
"Graham Scan Random","11520","0.0711",""
"Graham Scan Random","11530","0.0487",""
"Graham Scan Random","11540","0.0534",""
"Graham Scan Random","11550","0.0497",""
"Graham Scan Random","11560","0.0483",""
"Graham Scan Random","11570","0.0472",""
"Graham Scan Random","11580","0.0465",""
"Graham Scan Random","11590","0.0388",""
"Graham Scan Random","11600","0.1254",""
"Graham Scan Random","11610","0.085",""
"Graham Scan Random","11620","0.0783",""
"Graham Scan Random","11630","0.0356",""
"Graham Scan Random","11640","0.0338",""
"Graham Scan Random","11650","0.0324",""
"Graham Scan Random","11660","0.0441",""
"Graham Scan Random","11670","0.0383",""
"Graham Scan Random","11680","0.0406",""
"Graham Scan Random","11690","0.0449",""
"Graham Scan Random","11700","0.033",""
"Graham Scan Random","11710","0.0332",""
